真是花中瑞|本朝名始闻|江南一梦后|天下遇清芬
草就凌云赋巳行|无烦怀刺谒公卿|长安年少多轻薄|纵有交游不借名
桐君南部尽仙官|叱石为羊也不难|凫舄一双须好在|金华旧省是长安
宫衣拭泪出金銮|万里边风拂面寒|举目不堪风土别|梦魂夜夜绕长安
白马香风度落花|绛桃秾李避妍华|长安陌上归来晚|笑指龙楼是外家
席饯珠江弄晚霞|何人天外散飞花|妾魂未识长安道|君去天涯总未家
门掩秋塘枫树清|断猿疏鸟起寒汀|长安道上花如锦|山鸟林间笑独醒
十口沟隍待一身|半年千里绝音尘|鬓毛如雪心如死|犹作长安下第人
古庭薜荔附长松|岁寒共有凌霜操|诸峰冻合万木彫|看取门外长安道
未坐他年百尺楼|浮云身上且悠悠|眼高四海骑鲸客|不见长安亦解愁
怒雷送雨五更残|文石花藤探借寒|腥秽百年须一洗|五云深处是长安
进不得看长安花|退不得擘家山荔|先人之言何其悲|援笔聊题此轩记
荻篱茅屋柯山下|卖饼归来也作冬|不见长安竞时节|车如流水马如龙
徙倚仙居绕翠楼|分明宫漏静兼秋|长安夜夜家家月|几处笙歌几处愁
数卷新游蜀客诗|长安僻巷得相随|草堂雪夜携琴宿|说是青城馆里时
铃索无声讼牒空|妙香寮外水冥濛|长安故旧如相问|今在江西道院中
垆头飞雪万家寒|琥珀香吹白玉盘|歌罢落梅天渐晓|不知门外是长安
野杏溪桃三两枝|春归也作送春诗|东君自爱长安好|能住山城得几时
今夜金吾不禁街|灯山火树准宣牌|长安一片星河里|丹凤楼高众乐谐
十载长安祇浪游|扬帆东蹴海天流|含毫秋斗思光赋|万壑鱼龙起暮愁
忽传群盗下淮濒|又逐黄州韩使君|却望长安在天上|愁看天际有孤云
变将冬暖作春寒|叶上霜痕苦未乾|菜甲麦苗须少待|扶轮何日上长安
沙塞风高万马驰|五花云锦散瑶池|九真亦有麒麟种|不是长安果下骑
瑟瑟金风鸣玉銮|路车何日到长安|官河不似江涛险|只恐秋深白露寒
向晚登楼望远山|浮云密处是长安|无诗可说淮头事|独倚西风十二阑
淼淼澄江欲拍天|参差烟树老江边|举头不见长安日|一棹秋风载酒船
长安太液赋牵牛|底事于今二十秋|溪桥也是天河水|不信牛郎有白头
早日皋夔许致身|最怜一饭不忘君|飘零岂意穷山里|目断长安隔戍云
行台柱史振馀芳|怪底长安夜有霜|此日东篱同把酒|金英须避豸冠黄
江淮飞雪满河东|尔去长安赋汉宫|到日西山春正好|高楼明月醉东风
棱棱丰骨自天成|老向长安觅友生|座上不须弹法指|庭前菉竹已同声
酎金刀布罢长安|露冷铜仙屑玉盘|毕竟皇天深有意|赤眉难改汉衣冠
畴昔操戈列战场|人间无处避披攘|门横官道长安堵|端为无心害虎狼
文陛无阶寄履声|骖鸾有路学仙灵|长安宫殿今何处|祇有梅峰万古青
春水池塘空苒苒|长安古道倍依依|争如绿向芳洲遍|不怨王孙去未归
千玑万琲照庭除|细雨斜风拂座隅|莫道长安贫似磬|缘阶绕砌尽真珠
长安胡骑正啾啾|尘暗宫花粉黛愁|凤辇不知何处去|野乌啼月上延秋
索米长安少俸钱|无何安得醉花前|渴羌自有封侯相|拜舞君王赐酒泉
寄语玄都观里花|饶君繁丽夺朝霞|刘郎想到长安日|葵麦风前一叹嗟
南方山水生时兴|教有新诗得寄余|路带长安迢遰急|多应不逐使君书
谁道君王行路难|六龙西幸万人欢|地转锦江成渭水|天回玉垒作长安
十月江清露冕游|鹧鸪啼处楚云流|如花笑倚黄陵庙|日逐长安客自愁
飞轮击水日三千|咫尺长安在日边|试向茂陵高处望|未央前殿立铜仙
百篇醉倒长安市|古今只数骑鲸李|何事骑驴踏玉沙|诗叟一寒乃如此
重叠岚光倚翠屏|天风吹客上危亭|持竿试著羊裘坐|何处长安有客星
上客清谈何亹亹|幽人闲思自寥寥|请君休说长安事|膝上风清琴正调
春来自怕客衣寒|砧杵封书手未闲|身达黄金人万里|长安常望寄家山
火流渐近桑榆上|秋气新从阊阖来|每岁长安犹暑热|内官相属赐冰回
客醉如何我独醒|山空时落涧泉声|年来不踏长安市|赢得诗书一味清
六花飞舞满长安|古寺楼台白玉攒|长眉老僧见客语|两年秋雪就中寒
云雪离披山万里|别来曾住最高峰|暂到人间归不得|长安陌上又相逢
九月都门风薄衣|夜砧声里雁南飞|野人不识长安乐|且趁鲈鱼一棹归
雪冻阴河半夜风|战回狂寇血漂红|据鞍遥指长安路|须刻麟台第一功
好花赋与本天才|料得灵根天上来|应为长安恶风土|故教北地不栽梅
辋川烟雾碧漫漫|公子行春错意看|十里艳花连步骑|幽香疑亦在长安
共踏长安街里尘|吴州独作未归身|昔年旧宅今谁住|君过西塘与问人
杏花如雪满长安|起视星河夜未阑|为惜秾华宛相似|临风先折一枝看
昨日笙歌今日尘|交情反覆世情新|山中态度能多少|辛苦长安陌上人
黄尘没马长安道|残酒初醒雪打窗|客子惯眠芦苇岸|梦成孤桨泊寒江
取水郎中何日了|破柴员外几时休|早知蜀地区娵与|悔不长安大比丘
浓艳初开小药栏|人人惆怅出长安|风流却是钱塘寺|不踏红尘见牡丹
不求老马在长途|谁道长安一马无|伯乐未来忧蓟北|凭君传语到平湖
居庸山北忆山南|满眼西风泪未乾|道路相将三百里|举头不得见长安
十载言归人不见|独将书画上长安|此情直与江流远|莫说如今行路难
北斗下卓河西流|先生醉歌吟未休|不为长安一片地|何人能破古今愁
驰驱十载长安道|立马溪边暂息机|坐久竟忘归路晚|半空飞沫湿𫄨衣
折柳愁生灞陵岸|射雕闲杀羽林郎|长安不禁花时夜|京兆于今有赵张
一出金门奉紫泥|孤灯日观听仙鸡|君看东海扶桑影|高照长安玉殿西
久不上船思上船|偶然纵步是长安|何须更望君平卜|但把虚名子细看
河水悠悠雁影长|长安回首泪成行|可怜三十年前客|明日扁舟是故乡
进乏梯媒退又难|近因多难怕长安|相知莫话诗心苦|乞取新诗合掌看
云晴春鸟满江村|还似长安旧日闻|红杏花前应笑我|我今憔悴亦羞君
别是人间催老物|穷为我辈绝交方|相思最苦长安月|不照离人夜半床
楼居且欲趁虚凉|九月江风未变霜|强把一樽开醉眼|长安不见又残阳
万物不移三百篇|得鱼固自久忘筌|绪馀一醒冬烘眼|快著长安得隽鞭
石乱香甘凝不流|何人品第到茶瓯|可能一勺长安水|瞒得文饶老舌头
潦倒津途日复迷|枣林千树出深溪|三年厌说长安道|倚剑漳河首重低
金阊杨柳麦尘丝|又送吾儿上路岐|若到长安见知己|为言贫甚转工诗
寒窗不住阅清文|炼石真为五色云|拄杖横担东鲁教|长安今次欲谁闻
芳郊禁火尚馀寒|仙吏行春湖上看|寄语看花众君子|何人皓首入长安
朔风吹雪满长安|闽越生来不识寒|却有暗香飘六出|不须借与外人看
绉红纱护水晶团|驿骑飞来露未乾|胡羯垂涎犹不悟|马嵬山底梦长安
却因明主放还山|破帽骑驴骨相寒|诗句眼前吟不尽|北风吹雪满长安
春光明日是长安|杨柳青青傍酒寒|也自道君为客好|那应犹作故园看
醉来援笔壁飞鸦|他日还能罩碧纱|却喜樽前低笑道|长安何处没闲花
长安万家悬甑里|风捲尘沙当昼起|五侯堂上冰成山|朝见成山暮成水
多病谁怜泽国人|眼明羞见彩幡新|满倾吴地千钟酒|细说长安六度春
三年游宦也迷津|马困长安九陌尘|都作无成不归去|古来妻嫂笑苏秦
吴客千竿江月残|巴童一曲江波寒|长安何限青青玉|耐与苏郎雪后看
长安旅夕隔芳帏|千里思教一日归|柰尔天风不相念|南舟争似北帆飞
晚渡邗沟惜别离|渐看烽火马行迟|千钧何处穿杨叶|二月长安折桂枝
桐叶吹残蕉叶黄|驿窗微雨送凄凉|长安许史无平素|莫恨栖栖立路旁
战斗争雄国作墟|雠民恨不总为鱼|谁云未得降王长|先向长安为卜居
春入长安百万家|湖边无日不香车|一株柳色吾无分|看杀庭前荠菜花
谁解题封忠敬堂|长安白发紫微郎|斯名似不缘渠作|却最关渠泪数行
睡醒双箸印微红|小立江干怨晓风|莫问长安天近远|酒人多在梦魂中
长安楼外见归鸿|几度登临忆远公|飞锡何时能过我|焚香相对夜谈空
忆在长安烂漫游|大明宫阙与云浮|今朝偶上慈恩塔|北望茫茫禾黍秋
日边有诏起徵君|遥望长安隔万云|一炷清香天在上|徵君只欲断知闻
唐时胡马入长安|下马胡儿倚马鞍|今日升平无此物|樽前聊写画图看
待到秋来九月八|我花开后百花杀|冲天香阵透长安|满城尽带黄金甲
解颐匡鼎去谈经|西学长安佩尽青|槐市翩翩能论难|秋风催送入彤廷
杀人广固哭如雷|肯任长安住不回|想是齐秦人共语|不知胡羯自南来
金谷春来柳自黄|晓烟晴日映宫墙|不堪花下听歌处|却向长安忆洛阳
桃杏花中偶并栏|依然风味是幽兰|莫因移种长安市|不作春山一样看
茜罗轻裹玉肌寒|吹尽南风露未乾|一寸丹心无与寄|为凭图画入长安
荔枝乡里玲珑雪|来助长安一夏凉|情味于人最浓处|梦回犹觉鬓边香
太华峰头玉女坛|别时明月满长安|不知秋色今多少|君到仙人掌上看
雨过楼台已禁烟|野风吹絮满长安|夜来寂寞沙汀下|楚水吴云一样看
云垂旷野路漫漫|策策秋声作莫寒|已分故园天样远|不知何处是长安
倾国名花七宝阑|红娇粉腻怯春寒|长安多少豪华客|惟解懵腾醉里看
当年食粥老尚书|乞米长安李大夫|饥死只今谁裹饭|可怜曼倩羡侏儒
长安西出咸阳道|行尽平沙渭水澄|便欲题诗怀往事|伤心忍见汉诸陵
夜深搔首叹飞蓬|十载长安似梦中|山上有山归未得|南随越鸟北燕鸿
八尺湖边月上迟|相逢犹记去年时|一从落魄长安后|三处飘零各不知
十载山中读道经|石坛烟雨桂花生|年来卖药长安市|渐喜无人识姓名
秦中花鸟已应阑|塞外风沙犹自寒|夜听胡笳折杨柳|教人意气忆长安
闻道长安异昔时|秋风落日草离离|九成宫阙无寻处|空有人来拂断碑
清尊红烛暂为欢|临到分携醉醒难|纵有冰壶心一片|伴君终是怯长安
洛阳才子谪湘川|元礼同舟月下仙|记得长安还欲笑|不知何处是西天
久傍严公趋玉帐|近蒙贺监解金龟|一壶分助登高饮|客宦长安共此时
江空日落凤台寒|片片浮云好独看|为语当年李供奉|登台不必望长安
春风醉袖玉山颓|落魄长安酒肆回|忙煞中官寻不得|沉香亭北牡丹开
长安应制住红楼|浪惹玄都紫陌愁|天目有山无捷径|落花莫放出溪流
长安调鼎黑头公|一旦覆𫗧腰领红|饭稻羹蔬三万日|争如且作多田翁
长安未必胜江湖|盖世功名徯大儒|三事更应登密令|一廛我欲伴樵夫
长安多病无生计|药铺医人乱索钱|欲得定知身上事|凭君为算小行年
几多豪杰出长安|散尽黄金救急难|得似夫君有阳报|白头强健子能官
天上霜缣宠渥光|阶前兰玉姓名香|长安润屋知无数|一笑输君戏彩堂
长安少女踏春阳|何处春阳不断肠|舞袖弓弯浑忘却|罗衣空换九秋霜
雪花剪剪舞林端|纸帐红炉梦亦寒|尚有冲寒驴背客|又随胡马上长安
长安清明好时节|只宜相送不宜别|恶心床上铜片明|照见离人白头发
凤凰何处不归来|衰草斜阳只废台|欲唤谪仙歌一曲|长安今日更堪哀
龙凤新团出帝家|南人不顾自煎茶|夜光明月真投暗|怅望长安天一涯
火龙衔烛御城游|喜入升平四百州|惆怅长安今夜月|为谁重上汉宫楼
长安楼阁互相望|户户珠帘十二行|绿水过桥通酒市|春风下马有垂杨
有形皆朽孰不知|休吟春景与秋时|争如且醉长安酒|荣华零悴总奚为
玉山高并两峰寒|向背稀稠画亦难|一味清新无我爱|遥看直北是长安
叶县天贻白玉棺|滕公石椁在长安|争如谌母祠前树|不受人间泪眼弹
昔年随牒佐边侯|愁望长安向戍楼|今日衰颓来泽国|又看烽火照长洲
脚踏长安陌上尘|布衣西上欲谁亲|君王不省常何策|憔悴新丰一旅人
我家本住长安陌|泾渭交流出坐隅|须信宦游皆有地|十年四过洞庭湖
洛阳交友皆奇杰|递赏名园只似家|却笑孟郊穷不惯|一日看尽长安花
冷面宜教冷眼看|只惭索米向长安|阴崖何限枯松树|望见屏帏尽牡丹
贾生名迹忽无伦|十月长安看尽春|顾我先鸣还自笑|空沾一第是何人
昨日流莺今日蝉|无端世故苦相煎|长安多少封侯骨|雨打风吹过少年
少年不爱万金身|歌舞寻春愁送春|满眼纷华心寂寞|长安市上酒家人
灌畦沽酒两三家|春去芳丛有晚花|莫道长安在天上|女牛犹有客乘槎
索米长安久倦游|寂无杯盎洗牢愁|岁除借问除何事|除尽朱颜与黑头
春光将老杏花残|犹自惊心带泪看|记得去年今日里|布衣羸马出长安
一别长安西复东|琵琶旧地已应空|当时风景归何处|须信人生是梦中
烧尽长安市上花|何时重见此繁华|独怜几处堂前燕|失却新巢过别家
词场杯酒数交欢|不谓都门便挂冠|可是风尘游已倦|孤臣雨雪出长安
长安市中多美酒|一斗财当三百钱|堪笑书生消几许|有钱十万醉经年
蜀茶互市入西番|番马来嘶渭水寒|为报尧峰吴少保|径招属户会长安
少年折取杏花枝|曾共元方走马时|回首长安春色里|因君一为寄相思
周生两马齐两鞭|京指长安镐在山|今夜尊前看秋月|明年秋月忆尊前
汉江东下洞庭寒|赋客登楼把酒看|莫道烟波千万里|春鸿飞处是长安
懒向佳人说翠微|长安陌上见春晖|谁家门巷花狼藉|吹作漫天白雪飞
镜里容颜只自知|承恩犹记昔年期|晓莺啼上宫门柳|又是长安二月时
翻手成文同舍惊|长安日饭五侯鲭|只因太史多饶舌|曼倩方知是岁星
袖手风前散白须|长安道上且骑驴|苍黄失脚君门里|赢得他人作画图
寒时便具热时风|饥汉那知食药功|莫怪禅师向西笑|缘师身在长安东
庾关行近日犹曛|乡国风烟此地分|路入长安天不远|北征鸿雁望燕云
六花飞舞似鹅毛|丞相身穿御赐袍|不念长安有贫者|下湖打鼓饮羊羔
眼处心生句自神|暗中摸索总非真|画图临出秦川景|亲到长安有几人
虎斗笼争寂不闻|銮舆频别靖南军|长安旧帝无人识|空有阏氏拜彩云
红粉当垆弱柳垂|金花腊酒解酴醾|笙歌日暮能留客|醉杀长安轻薄儿
君上长安我住山|一天风月自忙闲|相逢莫论涂中事|得意何妨任往还
若道长安未若家|微官清况尽堪夸|凭他风雨迷天路|不入曹椽似水衙
假金方用真金镀|若是真金不镀金|十载长安得一第|何须空腹用高心
久客怀人百事慵|春归几日是残冬|长安雪后无来往|报国门前独看松
开元四荒不动尘|柱石中原有老臣|襄土一丘松柏暗|长安三日荔枝新
乌衣巷口问王家|池籞轻风一驻霞|抹𢫬长安春色里|南来犹忆曲江花
一簪华发一床书|尽日新亭适意无|莫道长安天样远|长安自不厌江湖
梨花落月酒微酣|柳絮春云睡正堪|梦入长安归未得|觉来不信是江南
征轮门外何辚辚|六月长安炎暑蒸|主第侯家忘昼永|弦歌枕簟列层冰
长安腊尽已春回|馀雪全消未见梅|纸帐夜寒清梦觉|梨云空满画中开
颜巷虽贫乐有馀|箪瓢终不换金珠|长安大第连云起|还有君家此乐无
客舍长安岁屡迁|屠苏明日又新年|共君只向灯前醉|免与儿童计后先
戒子桥南白塔西|青桐新长盖楼枝|轻风忽向楼前过|不似长安店里时
莫厌回轩敞暮云|且将弦管醉斜曛|长安甲第青霄客|白首飘摇未及君
明月高悬四海宽|朔风吹动九边寒|长安卷轴应无数|不道陈生已拜官
旧山虽在不关身|且向长安过暮春|一树梨花一溪月|不知今夜属何人
属镂愤气已销平|江入新安水至清|净洗长安遮日手|更容尘土到冠缨
看花何必只长安|到处韶华总一般|可是家贫风物晚|郎当莴笋斗春盘
